molregno	level5	level1_description	level2_description	level3_description	level4_description
419410	A07EA04	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFLAMMATORY AGENTS	Corticosteroids acting locally
419410	S01BA06	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Corticosteroids, plain
419412	N05CA03	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Barbiturates, plain
419430	D08AE05	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Phenol and derivatives
419508	C01AA04	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC GLYCOSIDES	Digitalis glycosides
419542	D07AC08	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, potent (group III)
419542	C05AA11	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	Corticosteroids
419580	N02AA03	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Natural opium alkaloids
419596	C08CA55	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	Dihydropyridine derivatives
419596	C08CA05	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	Dihydropyridine derivatives
419598	A02BC02	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Proton pump inhibitors
419601	A02BC01	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Proton pump inhibitors
420212	P01BE05	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	ANTIMALARIALS	Artemisinin and derivatives, plain
420985	N02CC05	NERVOUS SYSTEM	ANALGESICS	ANTIMIGRAINE PREPARATIONS	Selective serotonin (5HT1) agonists
420999	S01AA01	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Antibiotics
420999	G01AA05	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Antibiotics
420999	D06AX02	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	ANTIBIOTICS FOR TOPICAL USE	Other antibiotics for topical use
420999	S02AA01	SENSORY ORGANS	OTOLOGICALS	ANTIINFECTIVES	Antiinfectives
420999	S03AA08	SENSORY ORGANS	OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS	ANTIINFECTIVES	Antiinfectives
420999	D10AF03	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Antiinfectives for treatment of acne
420999	J01BA01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	AMPHENICOLS	Amphenicols
421007	N06AB10	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Selective serotonin reuptake inhibitors
421032	G03AC10	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE	Progestogens
421034	N02CC06	NERVOUS SYSTEM	ANALGESICS	ANTIMIGRAINE PREPARATIONS	Selective serotonin (5HT1) agonists
421038	G03CA03	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	ESTROGENS	Natural and semisynthetic estrogens, plain
421038	G03CA53	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	ESTROGENS	Natural and semisynthetic estrogens, plain
421058	R03BA03	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS	Glucocorticoids
421058	R01AD04	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Corticosteroids
421059	D07XC05	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, potent, other combinations
421059	H02AB03	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	CORTICOSTEROIDS FOR SYSTEMIC USE	CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN	Glucocorticoids
421059	D07AC05	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, potent (group III)
421059	C05AA08	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	Corticosteroids
421066	C09CA04	CARDIOVASCULAR SYSTEM	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	ANGIOTENSIN II ANTAGONISTS, PLAIN	Angiotensin II antagonists, plain
421070	N07BC03	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	DRUGS USED IN ADDICTIVE DISORDERS	Drugs used in opioid dependence
421082	J01AA05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	TETRACYCLINES	Tetracyclines
421089	H03BB02	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	THYROID THERAPY	ANTITHYROID PREPARATIONS	Sulfur-containing imidazole derivatives
421089	H03BB52	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	THYROID THERAPY	ANTITHYROID PREPARATIONS	Sulfur-containing imidazole derivatives
421157	J01AA56	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	TETRACYCLINES	Tetracyclines
421157	S01AA04	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Antibiotics
421157	D06AA03	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	ANTIBIOTICS FOR TOPICAL USE	Tetracycline and derivatives
421157	G01AA07	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Antibiotics
421157	J01AA06	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	TETRACYCLINES	Tetracyclines
421208	H03BA02	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	THYROID THERAPY	ANTITHYROID PREPARATIONS	Thiouracils
421211	C01AB51	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC GLYCOSIDES	Scilla glycosides
421211	C01AB01	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC GLYCOSIDES	Scilla glycosides
421317	C09AA10	CARDIOVASCULAR SYSTEM	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	ACE INHIBITORS, PLAIN	ACE inhibitors, plain
421326	G04BE09	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Drugs used in erectile dysfunction
421332	N05CF03	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Benzodiazepine related drugs
421334	N05CF04	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Benzodiazepine related drugs
421350	A08AA04	ALIMENTARY TRACT AND METABOLISM	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	Centrally acting antiobesity products
421520	C01CE03	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES	Phosphodiesterase inhibitors
421902	P03AC04	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES	Pyrethrines, incl. synthetic compounds
421902	P03AC54	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	ECTOPARASITICIDES, INCL. SCABICIDES	Pyrethrines, incl. synthetic compounds
422175	L02BX03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONE ANTAGONISTS AND RELATED AGENTS	Other hormone antagonists and related agents
422253	J05AX08	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Other antivirals
424824	M01AH06	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Coxibs
426045	A12CD01	ALIMENTARY TRACT AND METABOLISM	MINERAL SUPPLEMENTS	OTHER MINERAL SUPPLEMENTS	Fluoride
426045	A01AA01	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Caries prophylactic agents
426045	A01AA51	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Caries prophylactic agents
426110	M09AX03	MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	Other drugs for disorders of the musculo-skeletal system
426660	L01XE08	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
427010	L01DC01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES	Other cytotoxic antibiotics
427379	N06AX17	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Other antidepressants
428747	G03AC08	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE	Progestogens
428791	C03BA02	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, EXCL. THIAZIDES	Sulfonamides, plain
429174	G03AC09	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE	Progestogens
429204	A11HA04	ALIMENTARY TRACT AND METABOLISM	VITAMINS	OTHER PLAIN VITAMIN PREPARATIONS	Other plain vitamin preparations
429213	G03BB01	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	ANDROGENS	5-androstanon (3) derivatives
429737	P01BA02	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	ANTIMALARIALS	Aminoquinolines
430124	A11CC01	ALIMENTARY TRACT AND METABOLISM	VITAMINS	VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO	Vitamin D and analogues
430506	J01CA09	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Penicillins with extended spectrum
430522	J05AF07	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Nucleoside and nucleotide reverse transcriptase inhibitors
430597	D06BB06	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	CHEMOTHERAPEUTICS FOR TOPICAL USE	Antivirals
430597	J05AB13	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Nucleosides and nucleotides excl. reverse transcriptase inhibitors
430642	J01DD08	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
431141	L04AX01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Other immunosuppressants
433556	J02AC05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	Triazole derivatives
435188	L01XX49	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
435293	A06AH02	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Peripheral opioid receptor antagonists
438435	L02BX03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONE ANTAGONISTS AND RELATED AGENTS	Other hormone antagonists and related agents
438486	D06AA02	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	ANTIBIOTICS FOR TOPICAL USE	Tetracycline and derivatives
438486	J01AA03	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	TETRACYCLINES	Tetracyclines
438486	A01AB21	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Antiinfectives and antiseptics for local oral treatment
438486	S01AA02	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Antibiotics
439720	A07EA02	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFLAMMATORY AGENTS	Corticosteroids acting locally
439720	S01CB03	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION	Corticosteroids/antiinfectives/mydriatics in combination
439720	A01AC03	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Corticosteroids for local oral treatment
439720	C05AA01	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	Corticosteroids
439720	D07AA02	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, weak (group I)
439720	H02AB09	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	CORTICOSTEROIDS FOR SYSTEMIC USE	CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN	Glucocorticoids
439720	S01BA02	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Corticosteroids, plain
439720	D07XA01	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, weak, other combinations
439720	S02BA01	SENSORY ORGANS	OTOLOGICALS	CORTICOSTEROIDS	Corticosteroids
441571	B02BA01	BLOOD AND BLOOD FORMING ORGANS	ANTIHEMORRHAGICS	VITAMIN K AND OTHER HEMOSTATICS	Vitamin K
441579	A10BK01	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Sodium-glucose co-transporter 2 (SGLT2) inhibitors
442013	A05AA02	ALIMENTARY TRACT AND METABOLISM	BILE AND LIVER THERAPY	BILE THERAPY	Bile acids and derivatives
442077	D11AX24	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Other dermatologicals
443348	S01XA15	SENSORY ORGANS	OPHTHALMOLOGICALS	OTHER OPHTHALMOLOGICALS	Other ophthalmologicals
443348	A11GA01	ALIMENTARY TRACT AND METABOLISM	VITAMINS	ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS	Ascorbic acid (vitamin C), plain
443348	G01AD03	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Organic acids
444572	G01AA51	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Antibiotics
444572	G01AA01	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Antibiotics
444572	D01AA01	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Antibiotics
444572	A07AA02	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFECTIVES	Antibiotics
444750	C09AA01	CARDIOVASCULAR SYSTEM	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	ACE INHIBITORS, PLAIN	ACE inhibitors, plain
445067	C01EB02	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	OTHER CARDIAC PREPARATIONS	Other cardiac preparations
445395	A03BA01	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	BELLADONNA AND DERIVATIVES, PLAIN	Belladonna alkaloids, tertiary amines
445395	S01FA01	SENSORY ORGANS	OPHTHALMOLOGICALS	MYDRIATICS AND CYCLOPLEGICS	Anticholinergics
445681	A10BF02	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Alpha glucosidase inhibitors
445859	D08AK06	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Mercurial products
446784	N07BC01	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	DRUGS USED IN ADDICTIVE DISORDERS	Drugs used in opioid dependence
446784	N02AE01	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Oripavine derivatives
446784	N07BC51	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	DRUGS USED IN ADDICTIVE DISORDERS	Drugs used in opioid dependence
448872	C01EB17	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	OTHER CARDIAC PREPARATIONS	Other cardiac preparations
448986	A10BF01	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Alpha glucosidase inhibitors
451591	J01CR04	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Combinations of penicillins, incl. beta-lactamase inhibitors
451744	J05AP05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
452239	L01AB02	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Alkyl sulfonates
452689	C03BA10	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, EXCL. THIAZIDES	Sulfonamides, plain
452837	A10BB04	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Sulfonylureas
453046	L01CB02	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS	Podophyllotoxin derivatives
453486	L01AG01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Epoxides
453505	N05CM15	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Other hypnotics and sedatives
453505	N05CX03	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Hypnotics and sedatives in combination, excl. barbiturates
453512	V08AB01	VARIOUS	CONTRAST MEDIA	X-RAY CONTRAST MEDIA, IODINATED	Watersoluble, nephrotropic, low osmolar X-ray contrast media
453520	J01GB07	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	AMINOGLYCOSIDE ANTIBACTERIALS	Other aminoglycosides
453520	S01AA23	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Antibiotics
453532	A08AA01	ALIMENTARY TRACT AND METABOLISM	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	Centrally acting antiobesity products
453548	C08CA09	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	Dihydropyridine derivatives
453564	C03AA08	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, THIAZIDES	Thiazides, plain
453566	L01AX01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Other alkylating agents
453570	C08CA08	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	Dihydropyridine derivatives
453578	L01XX08	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
453579	C09AA04	CARDIOVASCULAR SYSTEM	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	ACE INHIBITORS, PLAIN	ACE inhibitors, plain
453652	N05CC01	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Aldehydes and derivatives
453655	C09AA08	CARDIOVASCULAR SYSTEM	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	ACE INHIBITORS, PLAIN	ACE inhibitors, plain
453719	J01CA06	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Penicillins with extended spectrum
453722	L01AX02	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Other alkylating agents
453832	C03AA05	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, THIAZIDES	Thiazides, plain
453911	L01AA09	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Nitrogen mustard analogues
453914	A11DA01	ALIMENTARY TRACT AND METABOLISM	VITAMINS	VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12	Vitamin B1, plain
454070	A10BB31	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Sulfonylureas
454076	R01BA02	RESPIRATORY SYSTEM	NASAL PREPARATIONS	NASAL DECONGESTANTS FOR SYSTEMIC USE	Sympathomimetics
454076	R01BA52	RESPIRATORY SYSTEM	NASAL PREPARATIONS	NASAL DECONGESTANTS FOR SYSTEMIC USE	Sympathomimetics
454084	D06AA01	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	ANTIBIOTICS FOR TOPICAL USE	Tetracycline and derivatives
454084	J01AA01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	TETRACYCLINES	Tetracyclines
454141	C09AA06	CARDIOVASCULAR SYSTEM	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	ACE INHIBITORS, PLAIN	ACE inhibitors, plain
454298	A02BX71	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
454298	A02BX51	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
454298	A02BX01	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
454305	D07AC06	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, potent (group III)
454305	D07XC04	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, potent, other combinations
454306	N02AA08	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Natural opium alkaloids
454306	N02AA58	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Natural opium alkaloids
454365	N07XX11	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	OTHER NERVOUS SYSTEM DRUGS	Other nervous system drugs
454373	J01CA05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Penicillins with extended spectrum
454382	V03AB09	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Antidotes
454446	J01DB08	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	First-generation cephalosporins
