Original drug name	chembl_id	molregno	Original synonyms	Fu	PMID	inchi_key	SMILES
FLUCLOXACILLIN	CHEMBL222645	371745		0.0429999999999999	PMID30115648	UIOFUWFRIANQPC-JKIFEVAISA-N	Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl
FLUCONAZOLE	CHEMBL106	13758		0.89	PMID30115648	RFHAOTPXVQNOHP-UHFFFAOYSA-N	c1c(cc(c(C(Cn2ncnc2)(O)Cn2cncn2)c1)F)F
FLUCYTOSINE	CHEMBL1463	393942		1.0	PMID30115648	XRECTZIEBJDKEO-UHFFFAOYSA-N	NC1=C(F)C=NC(=O)N1
FLUMAZENIL	CHEMBL407	635		0.58	PMID30115648	OFBIFZUFASYYRE-UHFFFAOYSA-N	CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23
FLUNITRAZEPAM	CHEMBL13280	11715		0.17	PMID30115648	PPTYJKAXVCCBDU-UHFFFAOYSA-N	CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)N(=O)=O
FLUOCORTOLONE	CHEMBL251634	421059		0.04	PMID30115648	GAKMQHDJQHZUTJ-ULHLPKEOSA-N	[C@H]12[C@H]3[C@@]([C@H]([C@@H](C3)C)C(=O)CO)(C[C@@H]([C@@H]1[C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)O)C
FLUOROURACIL, 5-	CHEMBL185	368538		0.64	PMID30115648	GHASVSINZRGABV-UHFFFAOYSA-N	FC1=CNC(=O)NC1=O
FLUPHENAZINE	CHEMBL726	36842		0.04	PMID30115648	PLDUPXSUYLZYBN-UHFFFAOYSA-N	[H]OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1
FLUTICASONE PROPIONATE	CHEMBL1473	401141		0.1	PMID30115648	WMWTYOKRWGGJOA-CENSZEJFSA-N	CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF
FLUVOXAMINE	CHEMBL814	54722		0.2	PMID30115648	CJOFXWAVKWHTFT-XSFVSMFZSA-N	c1(\C(CCCCOC)=N\OCCN)ccc(C(F)(F)F)cc1
FOLIC ACID	CHEMBL1622	469217		0.5	PMID30115648	OVBPIULPVIDEAO-LBPRGKRZSA-N	c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc2cnc3c(n2)c(=O)nc([nH]3)N
FOLINIC ACID	CHEMBL1679	510462		0.0869999999999999	PMID30115648	VVIAGPKUTFNRDU-ABLWVSNPSA-N	NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N2C=O)N1
FONDAPARINUX	CHEMBL1201202	675153		0.21	PMID30115648	KANJSNBRCNMZMV-ABRZTLGGSA-N	"S(=O)(=O)(O)OC[C@@H]1[C@H]([C@@H]([C@@H](NS(=O)(=O)O)[C@H](O1)OC)O)O[C@H]1[C@H](OS(=O)(=O)O)[C@H]([C@@H]([C@H](C(=O)O)O1)O[C@@H]1[C@H](NS(=O)(=O)O)[C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O)O)NS(=O)(=O)O)C(=O)O)OS(=O)(=O)O)O
"
FOSAPREPITANT	CHEMBL1199324	673274		0.02	PMID30115648	BARDROPHSZEBKC-OITMNORJSA-N	n1([nH]c(nc1=O)C[N@@]1[C@H]([C@H](OCC1)O[C@H](C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1ccc(cc1)F)P(=O)(O)O
FOSCARNET	CHEMBL666	27780		0.85	PMID30115648	ZJAOAACCNHFJAH-UHFFFAOYSA-N	OC(=O)P(=O)(O)O
FOSFOMYCIN	CHEMBL1757	581859		1.0	PMID30115648	YMDXZJFXQJVXBF-STHAYSLISA-N	C[C@@H]1O[C@@H]1P(=O)(O)O
FOSPHENYTOIN	CHEMBL1201336	675287		0.05	PMID30115648	XWLUWCNOOVRFPX-UHFFFAOYSA-N	C1(c2ccccc2)(c2ccccc2)C(=O)N(C(=O)N1)COP(=O)(O)O
FROVATRIPTAN	CHEMBL1279	250328		0.85	PMID30115648	XPSQPHWEGNHMSK-SECBINFHSA-N	CN[C@@H]1CCc2[nH]c3ccc(cc3c2C1)C(=O)N
FUROSEMIDE	CHEMBL35	2046		0.012	PMID30115648	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl
GABAPENTIN	CHEMBL940	88316		0.97	PMID30115648	UGJMXCAKCUNAIE-UHFFFAOYSA-N	NCC1(CC(=O)O)CCCCC1
GALANTHAMINE	CHEMBL659	27639		0.83	PMID30115648	ASUTZQLVASHGKV-JDFRZJQESA-N	COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24
GANCICLOVIR	CHEMBL182	365284		0.99	PMID30115648	IRSCQMHQWWYFCW-UHFFFAOYSA-N	NC1=Nc2c(ncn2COC(CO)CO)C(=O)N1
GATIFLOXACIN	CHEMBL31	1712		0.8	PMID30115648	XUBOMFCQGDBHNK-UHFFFAOYSA-N	COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O
GEFITINIB	CHEMBL939	88232		0.0889999999999999	PMID30115648	XGALLCVXEZPNRQ-UHFFFAOYSA-N	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4
GEMCITABINE	CHEMBL888	75901		1.0	PMID30115648	SDUQYLNIPVEERB-QPPQHZFASA-N	NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F
GEMIFLOXACIN	CHEMBL430	1853		0.3	PMID30115648	ZRCVYEYHRGVLOC-HYARGMPZSA-N	CO/N=C/1\CN(CC1CN)c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)O)F
GLIMEPIRIDE	CHEMBL1481	405366		0.005	PMID30115648	WIGIZIANZCJQQY-RUCARUNLSA-N	CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O
GLIPIZIDE	CHEMBL1073	139286		0.02	PMID30115648	ZJJXGWJIGJFDTL-UHFFFAOYSA-N	Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
GLYBURIDE	CHEMBL472	5582		0.021	PMID30115648	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
GUANFACINE	CHEMBL862	66029		0.28	PMID30115648	INJOMKTZOLKMBF-UHFFFAOYSA-N	NC(=N)NC(=O)Cc1c(Cl)cccc1Cl
HALOPERIDOL	CHEMBL54	3859		0.08	PMID30115648	LNEPOXFFQSENCJ-UHFFFAOYSA-N	OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3
HYDRALAZINE	CHEMBL276832	8788		0.12	PMID30115648	RPTUSVTUFVMDQK-UHFFFAOYSA-N	N\N=C\1/NN=Cc2ccccc12
HYDROCORTISONE	CHEMBL389621	374052		0.2	PMID30115648	JYGXADMDTFJGBT-VWUMJDOOSA-N	C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
HYDROMORPHONE	CHEMBL398707	419580		0.86	PMID30115648	WVLOADHCBXTIJK-YNHQPCIGSA-N	CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35
HYDROXYCHLOROQUINE	CHEMBL1535	429737		0.57	PMID30115648	XXSMGPRMXLTPCZ-UHFFFAOYSA-N	CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
HYDROXYUREA	CHEMBL467	4730		1.0	PMID30115648	VSNHCAURESNICA-UHFFFAOYSA-N	NC(=O)NO
IBANDRONIC ACID	CHEMBL997	110435	Ibandronate	0.15	PMID30115648	MPBVHIBUJCELCL-UHFFFAOYSA-N	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
IBUPROFEN	CHEMBL521	11674		0.006	PMID30115648	HEFNNWSXXWATRW-UHFFFAOYSA-N	CC(C)Cc1ccc(cc1)C(C)C(=O)O
IBUTILIDE	CHEMBL533	12608		0.6	PMID30115648	ALOBUEHUHMBRLE-UHFFFAOYSA-N	CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1
IDARUBICIN	CHEMBL1117	158277		0.0759999999999999	PMID30115648	XDXDZDZNSLXDNA-TZNDIEGXSA-N	C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(=O)C
IFOSFAMIDE	CHEMBL1024	119640		1.0	PMID30115648	HOMGKSMUEGBAAB-UHFFFAOYSA-N	ClCCNP1(=O)OCCCN1CCCl
ILOPROST	CHEMBL494	7494		0.4	PMID30115648	HIFJCPQKFCZDDL-ACWOEMLNSA-N	CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(=C/CCCC(=O)O)\C[C@H]12
IMATINIB	CHEMBL941	88797		0.05	PMID30115648	KTUFNOKKBVMGRW-UHFFFAOYSA-N	CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1
IMIPENEM	CHEMBL148	43934		0.86	PMID30115648	ZSKVGTPCRGIANV-ZXFLCMHBSA-N	C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC=N
IMIPRAMINE	CHEMBL11	605		0.0749999999999999	PMID30115648	BCGWQEUPMDMJNV-UHFFFAOYSA-N	CN(C)CCCN1c2ccccc2CCc3ccccc13
INDACATEROL	CHEMBL1095777	625589		0.05	PMID30115648	QZZUEBNBZAPZLX-QFIPXVFZSA-N	[C@@H](O)(c1ccc(c2c1ccc(=O)[nH]2)O)CNC1Cc2c(C1)cc(c(c2)CC)CC
INDINAVIR	CHEMBL115	17170		0.36	PMID30115648	CBVCZFGXHXORBI-PXQQMZJSSA-N	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45
INDOMETHACIN	CHEMBL6	173		0.01	PMID30115648	CGIGDMFJXJATDK-UHFFFAOYSA-N	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3
INDOPROFEN	CHEMBL15870	16599		0.01	PMID30115648	RJMIEHBSYVWVIN-UHFFFAOYSA-N	N1(c2ccc(cc2)C(C(=O)O)C)C(=O)c2c(C1)cccc2
INDORAMIN	CHEMBL279516	33466		0.15	PMID30115648	JXZZEXZZKAWDSP-UHFFFAOYSA-N	O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c4ccccc4
IOHEXOL	CHEMBL1200455	674406		1.0	PMID30115648	NTHXOOBQLCIOLC-UHFFFAOYSA-N	CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
IOPAMIDOL	CHEMBL1200932	674883		1.0	PMID30115648	XQZXYNRDCRIARQ-LURJTMIESA-N	C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
IOPROMIDE	CHEMBL1725	554800		0.99	PMID30115648	DGAIEPBNLOQYER-UHFFFAOYSA-N	COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
IOTHALAMIC ACID	CHEMBL1201300	675251	Iothalamate	0.98	PMID30115648	UXIGWFXRQKWHHA-UHFFFAOYSA-N	CNC(=O)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I
IRBESARTAN	CHEMBL1513	421066		0.1	PMID30115648	YOSHYTLCDANDAN-UHFFFAOYSA-N	CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5
IRINOTECAN	CHEMBL481	5985		0.51	PMID30115648	UWKQSNNFCGGAFS-XIFFEERXSA-N	CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4
ISONIAZIDE	CHEMBL64	4941		1.0	PMID30115648	QRXWMOHMRWLFEY-UHFFFAOYSA-N	NNC(=O)c1ccncc1
ISOPROTERENOL	CHEMBL434	1994		0.71	PMID30115648	JWZZKOKVBUJMES-UHFFFAOYSA-N	CC(C)NCC(O)c1ccc(O)c(O)c1
ISOSORBIDE DINITRATE	CHEMBL6622	556		0.72	PMID30115648	MOYKHGMNXAOIAT-JGWLITMVSA-N	O=N(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)ON(=O)=O
ISOSORBIDE-5-MONONITRATE	CHEMBL1311	263453		1.0	PMID30115648	YWXYYJSYQOXTPL-SLPGGIOYSA-N	O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)ON(=O)=O
ISOXICAM	CHEMBL53292	78364		0.035	PMID30115648	YYUAYBYLJSNDCX-UHFFFAOYSA-N	CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3
ISRADIPINE	CHEMBL1648	486789		0.04	PMID30115648	HMJIYCCIJYRONP-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C
IVABRADINE	CHEMBL471737	448872		0.28	PMID30115648	ACRHBAYQBXXRTO-OAQYLSRUSA-N	N1(C(Cc2c(CC1)cc(c(c2)OC)OC)=O)CCC[N@@](C)C[C@@H]1c2cc(c(cc2C1)OC)OC
IXABEPILONE	CHEMBL1201752	675703		0.2	PMID30115648	FABUFPQFXZVHFB-PVYNADRNSA-N	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c3csc(C)n3)\C
IXAZOMIB	CHEMBL2141296	1413247		0.01	PMID30115648	MXAYKZJJDUDWDS-LBPRGKRZSA-N	CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
KANAMYCIN	CHEMBL1384	325239		0.99	PMID30115648	SBUJHOSQTJFQJX-NOAMYHISSA-N	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
KETAMINE	CHEMBL742	38833		0.47	PMID30115648	YQEZLKZALYSWHR-UHFFFAOYSA-N	CNC1(CCCCC1=O)c2ccccc2Cl
KETANSERIN	CHEMBL51	3683		0.055	PMID30115648	FPCCSQOGAWCVBH-UHFFFAOYSA-N	Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2
KETOPROFEN	CHEMBL571	16591		0.008	PMID30115648	DKYWVDODHFEZIM-UHFFFAOYSA-N	CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2
KETOROLAC	CHEMBL469	5080		0.00679999999999999	PMID30115648	OZWKMVRBQXNZKK-UHFFFAOYSA-N	OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3
LABETALOL	CHEMBL429	1785		0.5	PMID30115648	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N
LACOSAMIDE	CHEMBL58323	88739		0.85	PMID30115648	VPPJLAIAVCUEMN-GFCCVEGCSA-N	"C(=O)([C@@H](COC)NC(=O)C)NCc1ccccc1
"
LAMIVUDINE	CHEMBL141	33986		0.94	PMID30115648	JTEGQNOMFQHVDC-NKWVEPMBSA-N	NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2
LANSOPRAZOLE	CHEMBL480	5975		0.021	PMID30115648	MJIHNNLFOKEZEW-UHFFFAOYSA-N	Cc1c(OCC(F)(F)F)ccnc1CS(=O)c2nc3ccccc3[nH]2
LESINURAD	CHEMBL2105720	1377990		0.02	PMID30115648	FGQFOYHRJSUHMR-UHFFFAOYSA-N	c1ccc2c(c1)c(ccc2n3c(nnc3Br)SCC(=O)O)C4CC4
LETROZOLE	CHEMBL1444	374548		0.41	PMID30115648	HPJKCIUCZWXJDR-UHFFFAOYSA-N	N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3
LEUPROLIDE	CHEMBL1201199	675150		0.54	PMID30115648	GFIJNRVAKGFPGQ-LIJARHBVSA-N	CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@@H]6CCC(=O)N6
LEVETIRACETAM	CHEMBL1286	252155		0.9	PMID30115648	HPHUVLMMVZITSG-LURJTMIESA-N	N1([C@H](C(=O)N)CC)C(=O)CCC1
LEVOBUPIVACAINE	CHEMBL1201193	675144		0.03	PMID30115648	LEBVLXFERQHONN-INIZCTEOSA-N	C(Nc1c(cccc1C)C)([C@H]1[N@@](CCCC)CCCC1)=O
LEVODOPA	CHEMBL1009	112655		0.76	PMID30115648	WTDRDQBEARUVNC-LURJTMIESA-N	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
LEVOFLOXACIN	CHEMBL33	1795		0.75	PMID30115648	GSDSWSVVBLHKDQ-JTQLQIEISA-N	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
LEVONORGESTREL	CHEMBL1389	328164		0.025	PMID30115648	WWYNJERNGUHSAO-XUDSTZEESA-N	CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
LEVORPHANOL	CHEMBL592	19572		0.6	PMID30115648	JAQUASYNZVUNQP-USXIJHARSA-N	c12[C@@]34[C@H]([C@@H](Cc1ccc(c2)O)[N@](C)CC3)CCCC4
LIDOCAINE	CHEMBL79	6723		0.33	PMID30115648	NNJVILVZKWQKPM-UHFFFAOYSA-N	CCN(CC)CC(=O)Nc1c(C)cccc1C
LINEZOLID	CHEMBL126	26280		0.69	PMID30115648	TYZROVQLWOKYKF-ZDUSSCGKSA-N	CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2
LISINOPRIL	CHEMBL1237	230659		1.0	PMID30115648	RLAWWYSOJDYHDC-BZSNNMDCSA-N	NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O
LOMITAPIDE	CHEMBL354541	282991		0.002	PMID30115648	MBBCVAKAJPKAKM-UHFFFAOYSA-N	c1cccc2c1C(c1c2cccc1)(CCCCN1CCC(CC1)NC(c1c(cccc1)c1ccc(cc1)C(F)(F)F)=O)C(NCC(F)(F)F)=O
LORAZEPAM	CHEMBL580	16959		0.09	PMID30115648	DIWRORZWFLOCLC-UHFFFAOYSA-N	OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O
LORMETAZEPAM	CHEMBL22097	27028		0.12	PMID30115648	FJIKWRGCXUCUIG-UHFFFAOYSA-N	CN1C(=O)C(O)N=C(c2ccccc2Cl)c3cc(Cl)ccc13
LOSARTAN	CHEMBL191	408842		0.01	PMID30115648	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4
MAPROTILINE	CHEMBL21731	27713		0.11	PMID30115648	QSLMDECMDJKHMQ-UHFFFAOYSA-N	CNCCCC12CCC(c3ccccc13)c4ccccc24
MEBENDAZOLE	CHEMBL685	29637		0.0859999999999999	PMID30115648	OPXLLQIJSORQAM-UHFFFAOYSA-N	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3
MELATONIN	CHEMBL45	3012		0.39	PMID30115648	DRLFMBDRBRZALE-UHFFFAOYSA-N	c12c([nH]cc1CCNC(C)=O)ccc(c2)OC
MELOXICAM	CHEMBL599	20496		0.003	PMID30115648	ZRVUJXDFFKFLMG-UHFFFAOYSA-N	CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3
MELPHALAN	CHEMBL852	65415		0.14	PMID30115648	SGDBTWWWUNNDEQ-LBPRGKRZSA-N	N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O
MEPERIDINE	CHEMBL607	22528		0.42	PMID30115648	XADCESSVHJOZHK-UHFFFAOYSA-N	CCOC(=O)C1(CCN(C)CC1)c2ccccc2
MEPIVACAINE	CHEMBL1087	147981		0.3	PMID30115648	INWLQCZOYSRPNW-UHFFFAOYSA-N	CN1CCCCC1C(=O)Nc2c(C)cccc2C
MEPROBAMATE	CHEMBL979	99389		1.0	PMID30115648	NPPQSCRMBWNHMW-UHFFFAOYSA-N	CCCC(C)(COC(=O)N)COC(=O)N
MEPTAZINOL	CHEMBL314437	139237		0.73	PMID30115648	JLICHNCFTLFZJN-UHFFFAOYSA-N	CCC1(CCCCN(C)C1)c2cccc(O)c2
MERCAPTOPURINE, 6-	CHEMBL1425	364693		0.85	PMID30115648	GLVAUDGFNGKCSF-UHFFFAOYSA-N	S=C1NC=Nc2[nH]cnc12
MEROPENEM	CHEMBL127	26386		0.87	PMID30115648	DMJNNHOOLUXYBV-PQTSNVLCSA-N	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)N(C)C
METAPROTERENOL	CHEMBL776	44647		0.9	PMID30115648	LMOINURANNBYCM-UHFFFAOYSA-N	CC(C)NCC(c1cc(cc(c1)O)O)O
METFORMIN	CHEMBL1431	369464		1.0	PMID30115648	XZWYZXLIPXDOLR-UHFFFAOYSA-N	CN(C)C(=N)NC(=N)N
METHADONE	CHEMBL651	27576		0.21	PMID30115648	USSIQXCVUWKGNF-UHFFFAOYSA-N	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
METHAMPHETAMINE	CHEMBL1201201	675152		0.85	PMID30115648	MYWUZJCMWCOHBA-VIFPVBQESA-N	CN[C@@H](C)Cc1ccccc1
METHICILLIN	CHEMBL575	16716		0.43	PMID30115648	RJQXTJLFIWVMTO-TYNCELHUSA-N	COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O
METHOHEXITAL	CHEMBL7413	2216		0.27	PMID30115648	NZXKDOXHBHYTKP-UHFFFAOYSA-N	CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
METHOTREXATE	CHEMBL34259	49931		0.37	PMID30115648	FBOZXECLQNJBKD-ZDUSSCGKSA-N	CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
METHOXYPSORALEN,8-	CHEMBL416	1063		0.09	PMID30115648	QXKHYNVANLEOEG-UHFFFAOYSA-N	COc1c2c(ccc(=O)o2)cc3c1occ3
METHYLDOPA	CHEMBL459	3730		0.85	PMID30115648	CJCSPKMFHVPWAR-JTQLQIEISA-N	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
METHYLNALTREXONE	CHEMBL1186579	660529		0.87	PMID30115648	JVLBPIPGETUEET-GAAHOAFPSA-O	C[N+]1(CC2CC2)CC[C@]34[C@H]5Oc6c(O)ccc(C[C@@H]1[C@]3(O)CCC5=O)c46
METHYLPHENIDATE	CHEMBL796	49842		0.85	PMID30115648	DUGOZIWVEXMGBE-UHFFFAOYSA-N	COC(=O)C(C1CCCCN1)c2ccccc2
METHYLPREDNISOLONE	CHEMBL650	27575		0.23	PMID30115648	VHRSUDSXCMQTMA-PJHHCJLFSA-N	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14
METOCLOPRAMIDE	CHEMBL86	7736		0.6	PMID30115648	TTWJBBZEZQICBI-UHFFFAOYSA-N	CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
METOCURINE	CHEMBL1259	239465		0.65	PMID30115648	JFXBEKISTKFVAB-AJQTZOPKSA-N	COc1ccc2C[C@@H]3c4c(CC[N+]3(C)C)cc(OC)c(OC)c4Oc5ccc(C[C@H]6c7cc(Oc1c2)c(OC)cc7CC[N+]6(C)C)cc5
METOLAZONE	CHEMBL878	73548		0.05	PMID30115648	AQCHWTWZEMGIFD-UHFFFAOYSA-N	CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N
METOPROLOL	CHEMBL13	789		0.88	PMID30115648	IUBSYMUCCVWXPE-UHFFFAOYSA-N	COCCc1ccc(OCC(O)CNC(C)C)cc1
METRIZOATE	CHEMBL1736	563573		1.0	PMID30115648	GGGDNPWHMNJRFN-UHFFFAOYSA-N	CN(C(=O)C)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I
METRONIDAZOLE	CHEMBL137	27912		0.96	PMID30115648	VAOCPAMSLUNLGC-UHFFFAOYSA-N	Cc1ncc(N(=O)=O)n1CCO
MEXILETINE	CHEMBL558	15958		0.36	PMID30115648	VLPIATFUUWWMKC-UHFFFAOYSA-N	CC(N)COc1c(C)cccc1C
MEZLOCILLIN	CHEMBL1731	558295		0.7	PMID30115648	YPBATNHYBCGSSN-VWPFQQQWSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(=O)(=O)C)c4ccccc4)C(=O)N2[C@H]1C(=O)O
MIBEFRADIL	CHEMBL45816	72035		0.005	PMID30115648	HBNPJJILLOYFJU-VMPREFPWSA-N	COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C
MICONAZOLE	CHEMBL91	8917		0.08	PMID30115648	BYBLEWFAAKGYCD-UHFFFAOYSA-N	c1cc(c(cc1Cl)Cl)COC(Cn2ccnc2)c3ccc(cc3Cl)Cl
MIDAZOLAM	CHEMBL655	27611		0.017	PMID30115648	DDLIGBOFAVUZHB-UHFFFAOYSA-N	Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12
MIFEPRISTONE	CHEMBL1276308	712273		0.02	PMID30115648	VKHAHZOOUSRJNA-GCNJZUOMSA-N	C1=2[C@H]([C@H]3[C@]([C@@](C#CC)(O)CC3)(C)C[C@@H]1c1ccc(N(C)C)cc1)CCC=1C2CCC(C1)=O
MIGLITOL	CHEMBL1561	445681		1.0	PMID30115648	IBAQFPQHRJAVAV-ULAWRXDQSA-N	OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
MILRINONE	CHEMBL189	380567		0.035	PMID30115648	PZRHRDRVRGEVNW-UHFFFAOYSA-N	CC1=C(C=C(C#N)C(=O)N1)c2ccncc2
