molregno	pref_name	parent_chembl_id	median_Molar_value	median_pMolar_value
674645	SEVOFLURANE	CHEMBL1200694	0.0006698325418645339	3.1740337573502084
674665	CHLORMEZANONE	CHEMBL1200714	5.114342076422883e-05	4.291210227241557
674741	METHYPRYLON	CHEMBL1200790	0.00010914051841746248	3.9620139876491844
674799	HYDROXYPROGESTERONE CAPROATE	CHEMBL1200848	4.500000000000001e-08	7.346787486224656
674967	CEFPODOXIME PROXETIL	CHEMBL1201016	1.2553576872724665e-05	4.901232513644341
675038	CABERGOLINE	CHEMBL1201087	0.00031885213232363496	3.496410674322667
675068	METHOCARBAMOL	CHEMBL1201117	0.0002072624772011275	3.6834793154628964
675138	MARAVIROC	CHEMBL1201187	9.733686341691327e-08	7.011722652572419
675152	METHAMPHETAMINE	CHEMBL1201201	6.700616456714018e-07	6.173885240368792
675154	BENZTROPINE	CHEMBL1201203	5.854800936768149e-07	6.232487866352987
675159	PHENMETRAZINE	CHEMBL1201208	1.4104372355430184e-06	5.850646235183066
675161	PROPIOMAZINE	CHEMBL1201210	8.810831448794384e-07	6.054983106731511
675170	VECURONIUM	CHEMBL1201219	8.963143553707156e-07	6.047539647860843
675175	CEFMENOXIME	CHEMBL1201224	0.0003909533397189046	3.4078750725576574
675187	CARBIDOPA	CHEMBL1201236	8.840560491535164e-07	6.053520199843901
675195	ROCURONIUM	CHEMBL1201244	3.2088185884973296e-05	4.493654835176735
675207	TRIMETHOBENZAMIDE	CHEMBL1201256	5.14853524172373e-06	5.288316310166291
675211	BETHANIDINE	CHEMBL1201260	2.8208744710860367e-06	5.549616239519086
675239	DANTROLENE	CHEMBL1201288	9.546235601094635e-06	5.020167851449695
675244	ACAMPROSATE	CHEMBL1201293	3.862921472324927e-06	5.413084120351841
675245	DIPHENOXYLATE	CHEMBL1201294	2.209456473707468e-08	7.655714549618709
675298	ANILERIDINE	CHEMBL1201347	1.418520199727644e-06	5.848164475470673
675727	TAPENTADOL	CHEMBL1201776	5.87331706876299e-07	6.23111655330361
685193	PROPOXYPHENE	CHEMBL1213351	1.4728408153646753e-06	5.831844189168597
686036	ROXITHROMYCIN	CHEMBL1214185	1.188684204238645e-05	4.924933508352662
691562	DOLUTEGRAVIR	CHEMBL1229211	6.581143592922886e-06	5.181698633294562
699395	TRAMADOL	CHEMBL1237044	7.593591009188246e-06	5.119552797667117
699474	DOXACURIUM	CHEMBL1237123	2.8978787527529844e-07	6.5379197893658425
709600	EDOXABAN	CHEMBL1269025	6.367799733610669e-07	6.196010603554849
712273	MIFEPRISTONE	CHEMBL1276308	5.819366852886405e-06	5.235124264019461
753339	MOLSIDOMINE	CHEMBL1329455	4.128137384412154e-08	7.3842458578199786
834627	PARALDEHYDE	CHEMBL1410743	0.0007566585956416466	3.121100029976307
835863	METHAPYRILENE	CHEMBL1411979	3.825701059719194e-07	6.417288968753737
866306	DIBENZEPIN	CHEMBL1442422	1.692677477233488e-06	5.7714257844790104
898773	CLOBUTINOL	CHEMBL1474889	7.818913952851949e-07	6.106853566254609
916384	DOTHIEPIN	CHEMBL1492500	3.384667456422407e-07	6.4704839943156855
938599	ETHAMSYLATE	CHEMBL1514715	0.0001051635292880429	3.9781348473982896
989360	APAZONE	CHEMBL1565476	0.0002996404314822213	3.5233995862165233
993371	LORNOXICAM	CHEMBL1569487	2.151520856305301e-06	5.667254439618887
1038389	LEVOCABASTINE	CHEMBL1615438	2.377951632463796e-08	7.623796983177253
1038390	PHENDIMETRAZINE	CHEMBL1615439	5.228211428870183e-07	6.281646857867514
1051118	DOXEPIN	CHEMBL1628227	3.579354284487079e-07	6.446195313014636
1073717	ERIBULIN	CHEMBL1683590	6.082941732542368e-07	6.2158863435496565
1076140	ORITAVANCIN	CHEMBL1688530	1.5894084054608726e-05	4.798764494580971
1078501	CLOTIAZEPAM	CHEMBL1697737	2.1955273970454477e-06	5.658461139151067
1078592	METILDIGOXIN	CHEMBL1697843	1.0063146242672772e-09	8.997266215879751
1142547	ERTUGLIFLOZIN	CHEMBL1770248	1.122021561491451e-06	5.949998797316234
1153672	RANITIDINE	CHEMBL1790041	3.180560414745078e-06	5.497496350585415
1241099	TIOTROPIUM	CHEMBL1900528	4.076225415265465e-11	10.389741807516682
1248731	EVEROLIMUS	CHEMBL1908360	1.4610118550676239e-08	7.835346260061896
1304641	STIRIPENTOL	CHEMBL1983350	4.2682146058303814e-05	4.369753752372034
1369608	MIRABEGRON	CHEMBL2095212	1.9595480681932814e-06	5.707844078705373
1376142	CEFTOLOZANE	CHEMBL2103872	8.699565021748912e-05	4.060502461562627
1376626	KETAZOLAM	CHEMBL2104356	5.422699419771163e-08	7.26578446784052
1377494	PHOLCODINE	CHEMBL2105224	5.018820577164367e-07	6.29939833006815
1377797	TETRAZEPAM	CHEMBL2105527	3.4628436872359587e-06	5.460567112061002
1378709	PIPOTIAZINE PALMITATE	CHEMBL2106439	8.402302230811241e-08	7.075601700944552
1383256	BUTRIPTYLINE	CHEMBL2110816	5.111603339580849e-07	6.291442854793911
1383470	PROTHIPENDYL	CHEMBL2111030	3.503608716978488e-08	7.455484401803545
1383597	DIPIPANONE	CHEMBL2111157	1.4305333028152896e-07	6.844502027365493
1450253	FLUVASTATIN	CHEMBL2220442	9.721243347024084e-07	6.012278185257004
1451060	COLISTIN	CHEMBL2221249	1.2755934992620717e-06	5.8942877026948395
1503084	CEFODIZIME	CHEMBL2303613	0.0006841349114045291	3.164858246962555
1542343	TEICOPLANIN	CHEMBL2367892	2.2631346678284093e-05	4.645289602583211
1548671	LEDIPASVIR	CHEMBL2374220	8.22e-08	7.0851281824599495
1592408	GENTAMICIN	CHEMBL3039597	7.190468315201369e-06	5.14324282309635
1592409	FOSINOPRIL	CHEMBL3039598	1.7740876754129188e-07	6.751024921140632
1623950	OMBITASVIR	CHEMBL3127326	6.374911925558924e-09	8.195525810973692
1672366	NIZATIDINE	CHEMBL3183075	3.016864271276435e-06	5.520444228294238
1676656	ASENAPINE	CHEMBL3187365	1.7496588165307766e-08	7.757046630481726
1782496	VABORBACTAM	CHEMBL3317857	7.40391734535909e-05	4.130538438197742
1799684	CEFSULODIN	CHEMBL3351077	0.00018777226979119725	3.7263685439436145
1927831	BENZPHETAMINE	CHEMBL3545985	2.088903743315508e-06	5.680081571848349
2096440	DEXTROMORAMIDE	CHEMBL3833389	3.8212666225098074e-07	6.4177926590807495
2096463	PRAJMALIUM	CHEMBL3833412	1.190701702162206e-06	5.924197025529028
2197714	TRANYLCYPROMINE	CHEMBL3989843	1.8769473328578402e-07	6.726547913510845
