Original drug name	Original synonyms	Fu	PMID	inchi_key	SMILES
Dexmethylphenidate		0.87	PMID30115648	DUGOZIWVEXMGBE-CHWSQXEVSA-N	c1ccc([C@H]([C@H]2CCCCN2)C(OC)=O)cc1
Dexrazoxane		1.0	PMID30115648	BMKDZUISNHGIBY-ZETCQYMHSA-N	C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
Dezocine		0.08	PMID30115648	VTMVHDZWSFQSQP-VBNZEHGJSA-N	c12[C@@]3([C@H]([C@@H](CCCCC3)Cc1ccc(c2)O)N)C
DHA Paclitaxel		0.0038	PMID30115648	LRCZQSDQZJBHAF-PUBGEWHCSA-N	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O[C@H]([C@@H](NC(=O)c1ccccc1)c2ccccc2)C(=O)O[C@H]3C[C@@]4(O)[C@@H](OC(=O)c5ccccc5)[C@@H]6[C@@]7(CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(=O)C)C(=C3C)C4(C)C)OC(=O)C
Diatrizoic Acid	Amidotrizoate	1.0	PMID30115648	YVPYQUNUQOZFHG-UHFFFAOYSA-N	CC(=O)Nc1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I
Diazepam		0.023	PMID30115648	AAOVKJBEBIDNHE-UHFFFAOYSA-N	CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13
Diazoxide		0.06	PMID30115648	GDLBFKVLRPITMI-UHFFFAOYSA-N	CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
Diclofenac		0.005	PMID30115648	DCOPUUMXTXDBNB-UHFFFAOYSA-N	OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
Dicloxacillin		0.033	PMID30115648	YFAGHNZHGGCZAX-JKIFEVAISA-N	Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(Cl)cccc4Cl
Didanosine		0.95	PMID30115648	BXZVVICBKDXVGW-NKWVEPMBSA-N	OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23
Dienogest		0.1	PMID30115648	AZFLJNIPTRTECV-FUMNGEBKSA-N	C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N
Diflomotecan		0.125682020829098	PMID30115648	LFQCJSBXBZRMTN-OAQYLSRUSA-N	[H]O[C@]1(CC)CC(=O)OCC2=C1C=C1c3c(CN1C2=O)cc1cc(c(cc1n3)F)F
Diflunisal		0.0016	PMID30115648	HUPFGZXOMWLGNK-UHFFFAOYSA-N	OC(=O)c1cc(ccc1O)c2ccc(F)cc2F
Digitoxin		0.066	PMID30115648	WDJUZGPOPHTGOT-XUDUSOBPSA-N	C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C
Digoxin		0.7	PMID30115648	LTMHDMANZUZIPE-PUGKRICDSA-N	C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C
Dihydroergotamine		0.07	PMID30115648	LUZRJRNZXALNLM-AVXQAASESA-N	N12[C@@]([C@H]3N(CCC3)C([C@@H]1Cc1ccccc1)=O)(O[C@](NC([C@@H]1C[C@@H]3c4c5c(c[nH]c5ccc4)C[C@H]3[N@@](C1)C)=O)(C)C2=O)O
Dihydroquinidine		0.22	PMID30115648	LJOQGZACKSYWCH-LHHVKLHASA-N	CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c3ccnc4ccc(OC)cc34
Diltiazem		0.18	PMID30115648	HSUGRBWQSSZJOP-RTWAWAEBSA-N	COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C
Diphenhydramine		0.19	PMID30115648	ZZVUWRFHKOJYTH-UHFFFAOYSA-N	CN(C)CCOC(c1ccccc1)c2ccccc2
Diprafenone		0.017	PMID30115648	VDKMYSMWQCFYBQ-UHFFFAOYSA-N	CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc2ccccc2
Dipyridamole		0.00899999999999999	PMID30115648	IZEKFCXSFNUWAM-UHFFFAOYSA-N	c12c(c(N3CCCCC3)nc(n2)N(CCO)CCO)nc(N(CCO)CCO)nc1N1CCCCC1
Disopyramide		0.16	PMID30115648	UVTNFZQICZKOEM-UHFFFAOYSA-N	CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C
Disufenton sodium		0.6	PMID30115648	XLZOVRYBVCMCGL-BPNVQINPSA-L	[Na+].[Na+].c1(cc(c(cc1)\C=[N+](\C(C)(C)C)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-]
Docetaxel		0.04	PMID30115648	ZDZOTLJHXYCWBA-VCVYQWHSSA-N	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C
Dofetilide		0.36	PMID30115648	IXTMWRCNAAVVAI-UHFFFAOYSA-N	CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2
Dolasetron		0.49	PMID30115648	UKTAZPQNNNJVKR-MMUVGSQPSA-N	O=C(O[C@@H]1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c4c[nH]c5ccccc45
Domperidone		0.082	PMID30115648	FGXWKSZFVQUSTL-UHFFFAOYSA-N	Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1
Dopamine		0.87	PMID30115648	VYFYYTLLBUKUHU-UHFFFAOYSA-N	c1(cc(c(O)cc1)O)CCN
Doripenem		0.92	PMID30115648	AVAACINZEOAHHE-VDTVNISFSA-N	[H]N1C[C@@H](C[C@H]1CN([H])S(N([H])[H])(=O)=O)SC1=C(C(=O)O[H])N2C([C@@H]1C)[C@@H](C2=O)[C@H](C)O[H]
Doxacurium		0.53	PMID30115648	GBLRQXKSCRCLBZ-UHFFFAOYSA-N	COc1cc(CC2c3c(CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]4(C)CCc5cc(OC)c(OC)c(OC)c5C4Cc6cc(OC)c(OC)c(OC)c6)cc(OC)c(OC)c3OC)cc(OC)c1OC
Doxazosin		0.017	PMID30115648	RUZYUOTYCVRMRZ-UHFFFAOYSA-N	COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4
Doxepin		0.2	PMID30115648	ODQWQRRAPPTVAG-GZTJUZNOSA-N	CN(C)CC\C=C\1/c2ccccc2COc3ccccc13
Doxifluridine		0.61	PMID30115648	ZWAOHEXOSAUJHY-ZIYNGMLESA-N	C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O
Doxorubicin		0.28	PMID30115648	AOJJSUZBOXZQNB-TZSSRYMLSA-N	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
Doxycycline		0.12	PMID30115648	JBIWCJUYHHGXTC-AKNGSSGZSA-N	C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O
Dronedarone		0.02	PMID30115648	ZQTNQVWKHCQYLQ-UHFFFAOYSA-N	CS(=O)(=O)Nc1cc2c(c(oc2cc1)CCCC)C(=O)c1ccc(cc1)OCCCN(CCCC)CCCC
Drotaverine		0.12	PMID30115648	OMFNSKIUKYOYRG-MOSHPQCFSA-N	CCOc1ccc(\C=C\2/NCCc3cc(OCC)c(OCC)cc23)cc1OCC
Duloxetine		0.04	PMID30115648	ZEUITGRIYCTCEM-KRWDZBQOSA-N	"s1cccc1[C@@H](Oc1cccc2c1cccc2)CCNC
"
Edaravone		0.89	PMID30115648	QELUYTUMUWHWMC-UHFFFAOYSA-N	N1(c2ccccc2)N=C(C)CC1=O
Edoxaban		0.5	PMID30115648	HGVDHZBSSITLCT-JLJPHGGASA-N	c1(nc2c(s1)CN(CC2)C)C(=O)N[C@H]1[C@@H](NC(=O)C(=O)Nc2ncc(Cl)cc2)CC[C@H](C(=O)N(C)C)C1
Eletriptan		0.15	PMID30115648	PWVXXGRKLHYWKM-LJQANCHMSA-N	CN1CCC[C@@H]1Cc2c[nH]c3ccc(CCS(=O)(=O)c4ccccc4)cc23
Eliglustat		0.21	PMID30115648	FJZZPCZKBUKGGU-AUSIDOKSSA-N	CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](c2ccc3c(c2)OCCO3)O
Eltanolone		0.01	PMID30115648	AURFZBICLPNKBZ-YZRLXODZSA-N	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Enalaprilat		0.62	PMID30115648	LZFZMUMEGBBDTC-QEJZJMRPSA-N	C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O
Enalkiren		0.07	PMID30115648	KQXVERRYBYGQJZ-WRPDIKACSA-N	C(CC(C)(N)C)(N[C@H](C(N[C@@H](Cc1c[nH]cn1)C(N[C@H]([C@H]([C@@H](O)CC(C)C)O)CC1CCCCC1)=O)=O)Cc1ccc(cc1)OC)=O
Encainide		0.26	PMID30115648	PJWPNDMDCLXCOM-UHFFFAOYSA-N	COc1ccc(cc1)C(=O)Nc2ccccc2CCC3CCCCN3C
Enfuvirtide		0.08	PMID30115648	PEASPLKKXBYDKL-FXEVSJAOSA-N	CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc5c[nH]c6c5cccc6)C(=O)N[C@@H](Cc7ccccc7)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc9ccc(cc9)O)NC(=O)C
Enoxacin		0.8	PMID30115648	IDYZIJYBMGIQMJ-UHFFFAOYSA-N	CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3
Enoximone		0.3	PMID30115648	ZJKNESGOIKRXQY-UHFFFAOYSA-N	c1(C(c2ccc(SC)cc2)=O)c([nH]c([nH]1)=O)C
Enprofylline		0.55	PMID30115648	SIQPXVQCUCHWDI-UHFFFAOYSA-N	CCCN1C(=O)NC(=O)c2nc[nH]c12
Entacapone		0.02	PMID30115648	JRURYQJSLYLRLN-BJMVGYQFSA-N	CCN(CC)C(=O)\C(=C\c1cc(O)c(O)c(c1)N(=O)=O)\C#N
Epiroprim		0.12	PMID30115648	NMARPFMJVCXSAV-UHFFFAOYSA-N	c1ccn(c2c(cc(Cc3c(nc(nc3)N)N)cc2OCC)OCC)c1
Epirubicin		0.25	PMID30115648	AOJJSUZBOXZQNB-VTZDEGQISA-N	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
Epristeride		0.03	PMID30115648	VAPSMQAHNAZRKC-PQWRYPMOSA-N	CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)O
Eprosartan		0.017	PMID30115648	OROAFUQRIXKEMV-LDADJPATSA-N	CCCCc1ncc(\C=C(/Cc2cccs2)\C(=O)O)n1Cc3ccc(cc3)C(=O)O
Eptifibatide		0.75	PMID30115648	CZKPOZZJODAYPZ-HJWJFLBDSA-N	NC(=N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)C(Cc3c[nH]c4ccccc34)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N
Eravacycline		0.18	PMID30115648	HLFSMUUOKPBTSM-ISIOAQNYSA-N	CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(c(c4C(=O)C3=C([C@@]2(C(=O)C(=C1O)C(=O)N)O)O)O)NC(=O)CN5CCCC5)F
Ergotamine		0.02	PMID30115648	XCGSFFUVFURLIX-VFGNJEKYSA-N	CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O
Eribulin		0.43	PMID30115648	VEPHOPLDBFLPDL-KVWSPMLQSA-N	NC[C@@H](O)C[C@H]5O[C@H]4C[C@H]9O[C@@H](CC[C@@H]1O[C@H](CC1=C)CC[C@@]32O[C@@H]6[C@@H]8O[C@H](C2)[C@H](O3)[C@@H]8O[C@H]7CC[C@H](CC(=O)O[C@@H]4[C@H]5OC)O[C@H]67)C[C@@H](C)C9=C
Erlotinib		0.07	PMID30115648	AAKJLRGGTJKAMG-UHFFFAOYSA-N	n1cnc(c2cc(c(cc12)OCCOC)OCCOC)Nc1cc(ccc1)C#C
Ertapenem		0.1	PMID30115648	JUZNIMUFDBIJCM-ANEDZVCMSA-N	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)Nc4cccc(c4)C(=O)O
Erythromycin		0.1	PMID30115648	ULGZDMOVFRHVEP-RWJQBGPGSA-N	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
Esmolol		0.59	PMID30115648	AQNDDEOPVVGCPG-UHFFFAOYSA-N	COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
Esomeprazole		0.03	PMID30115648	SUBDBMMJDZJVOS-XMMPIXPASA-N	c12c([nH]c(n1)[S@@](Cc1c(c(c(C)cn1)OC)C)=O)ccc(c2)OC
Estradiol		0.016	PMID30115648	VOXZDWNPVJITMN-ZBRFXRBCSA-N	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O
Estramustine phosphate		0.5	PMID30115648	ADFOJJHRTBFFOF-RBRWEJTLSA-N	C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)(O)O
Ethambutol		0.18	PMID30115648	AEUTYOVWOVBAKS-UWVGGRQHSA-N	CC[C@@H](CO)NCCN[C@@H](CC)CO
Ethimizol		0.92	PMID30115648	RYRFAMRQBZNEPX-UHFFFAOYSA-N	c1(c(ncn1CC)C(NC)=O)C(NC)=O
Ethinylestradiol		0.014	PMID30115648	BFPYWIDHMRZLRN-SLHNCBLASA-N	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C
Ethinylestradiol-3-Sulfate		0.0109999999999999	PMID30115648	WLGIWVFFGMPRLM-SLHNCBLASA-N	C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)O)ccc34)[C@@H]1CC[C@@]2(O)C#C
Etilefrine		0.77	PMID30115648	SQVIAVUSQAWMKL-UHFFFAOYSA-N	CCNCC(O)c1cccc(O)c1
Etomidate		0.23	PMID30115648	NPUKDXXFDDZOKR-LLVKDONJSA-N	CCOC(=O)c1cncn1[C@H](C)c2ccccc2
Etonogestrel		0.02	PMID30115648	GCKFUYQCUCGESZ-BPIQYHPVSA-N	[C@@]12([C@H]([C@H]3[C@H](C(=C)C2)[C@@H]2C(=CC(=O)CC2)CC3)CC[C@]1(C#C)O)CC
Etoposide		0.12	PMID30115648	VJJPUSNTGOMMGY-MRVIYFEKSA-N	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26
Etoricoxib		0.081	PMID30115648	MNJVRJDLRVPLFE-UHFFFAOYSA-N	Cc1ccc(cn1)c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)C
Evacetrapib		0.001	PMID30115648	IHIUGIVXARLYHP-YBXDKENTSA-N	Cc1cc(C)c2N(C[C@@H]3CC[C@H](CC3)C(=O)O)CCC[C@H](N(Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)c5nnn(C)n5)c2c1
Ezogabine		0.2	PMID30115648	PCOBBVZJEWWZFR-UHFFFAOYSA-N	C(Nc1c(cc(NCc2ccc(F)cc2)cc1)N)(=O)OCC
Falipamil		0.12	PMID30115648	UUMGNNQOCVDZDG-UHFFFAOYSA-N	C1(c2cc(c(OC)cc2CN1CCC[N@@](CCc1cc(c(cc1)OC)OC)C)OC)=O
Famotidine		0.84	PMID30115648	XUFQPHANEAPEMJ-UHFFFAOYSA-N	NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1
Felodipine		0.00359999999999999	PMID30115648	RZTAMFZIAATZDJ-UHFFFAOYSA-N	CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C
Fenoldopam		0.12	PMID30115648	TVURRHSHRRELCG-CYBMUJFWSA-N	c12[C@@H](c3ccc(O)cc3)CNCCc1c(c(O)c(c2)O)Cl
Fenoprofen		0.02	PMID30115648	RDJGLLICXDHJDY-LLVKDONJSA-N	C([C@@H](c1cc(Oc2ccccc2)ccc1)C)(=O)O
Fenoterol		0.53	PMID30115648	LSLYOANBFKQKPT-UHFFFAOYSA-N	CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2
Fentanyl		0.16	PMID30115648	PJMPHNIQZUBGLI-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3
Finafloxacin		0.75	PMID30115648	FYMHQCNFKNMJAV-HOTGVXAUSA-N	c1c2c(c(c(c1F)N3C[C@H]4[C@H](C3)OCCN4)C#N)n(cc(c2=O)C(=O)O)C5CC5
Finasteride		0.095	PMID30115648	DBEPLOCGEIEOCV-WSBQPABSSA-N	CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
Fingolimod		0.002	PMID30115648	KKGQTZUTZRNORY-UHFFFAOYSA-N	c1(ccc(cc1)CCCCCCCC)CCC(CO)(N)CO
Flavopiridol		0.06	PMID30115648	BIIVYFLTOXDAOV-YVEFUNNKSA-N	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl
Flecainide		0.52	PMID30115648	DJBNUMBKLMJRSA-UHFFFAOYSA-N	FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2
Fleroxacin		0.73	PMID30115648	XBJBPGROQZJDOJ-UHFFFAOYSA-N	CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O
Flomoxef		0.64	PMID30115648	UHRBTBZOWWGKMK-IUODEOHRSA-N	n1(nnnc1SCC1=C(N2[C@H](OC1)[C@@](C2=O)(OC)NC(=O)CSC(F)F)C(O)=O)CCO
Flucloxacillin		0.0429999999999999	PMID30115648	UIOFUWFRIANQPC-JKIFEVAISA-N	Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl
Fluconazole		0.89	PMID30115648	RFHAOTPXVQNOHP-UHFFFAOYSA-N	c1c(cc(c(C(Cn2ncnc2)(O)Cn2cncn2)c1)F)F
Flucytosine		1.0	PMID30115648	XRECTZIEBJDKEO-UHFFFAOYSA-N	NC1=C(F)C=NC(=O)N1
Fludarabine		0.76	PMID30115648	HBUBKKRHXORPQB-FJFJXFQQSA-N	Nc1nc(F)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O
Flumazenil		0.58	PMID30115648	OFBIFZUFASYYRE-UHFFFAOYSA-N	CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23
Flunisolide		0.24	PMID30115648	XSFJVAJPIHIPKU-LKPCOXDASA-N	O1[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@H]4[C@H](C[C@@]3([C@]2(C(CO)=O)OC1(C)C)C)O
Flunitrazepam		0.17	PMID30115648	PPTYJKAXVCCBDU-UHFFFAOYSA-N	CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)N(=O)=O
Fluocortolone		0.04	PMID30115648	GAKMQHDJQHZUTJ-ULHLPKEOSA-N	[C@H]12[C@H]3[C@@]([C@H]([C@@H](C3)C)C(=O)CO)(C[C@@H]([C@@H]1[C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)O)C
Fluorescein		0.11	PMID30115648	GNBHRKFJIUUOQI-UHFFFAOYSA-N	Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1
fluorodideoxycytidine, 2-	2FddC	1.0	PMID30115648	LTDCCBLBAQXNKP-VMHSAVOQSA-N	c1cn(c(=O)nc1N)[C@H]2[C@H](C[C@H](O2)CO)F
Fluorouracil, 5-		0.64	PMID30115648	GHASVSINZRGABV-UHFFFAOYSA-N	FC1=CNC(=O)NC1=O
Fluphenazine		0.04	PMID30115648	PLDUPXSUYLZYBN-UHFFFAOYSA-N	[H]OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1
Flupirtine		0.15	PMID30115648	JUUFBMODXQKSTD-UHFFFAOYSA-N	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N
Fluticasone propionate		0.1	PMID30115648	WMWTYOKRWGGJOA-CENSZEJFSA-N	CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF
Fluvastatin		0.0079	PMID30115648	FJLGEFLZQAZZCD-JUFISIKESA-N	CC(C)n1c(\C=C\[C@H](O)C[C@H](O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13
Fluvoxamine		0.2	PMID30115648	CJOFXWAVKWHTFT-XSFVSMFZSA-N	c1(\C(CCCCOC)=N\OCCN)ccc(C(F)(F)F)cc1
Folic acid		0.5	PMID30115648	OVBPIULPVIDEAO-LBPRGKRZSA-N	c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc2cnc3c(n2)c(=O)nc([nH]3)N
Folinic acid		0.0869999999999999	PMID30115648	VVIAGPKUTFNRDU-ABLWVSNPSA-N	NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N2C=O)N1
Fondaparinux		0.21	PMID30115648	KANJSNBRCNMZMV-ABRZTLGGSA-N	"S(=O)(=O)(O)OC[C@@H]1[C@H]([C@@H]([C@@H](NS(=O)(=O)O)[C@H](O1)OC)O)O[C@H]1[C@H](OS(=O)(=O)O)[C@H]([C@@H]([C@H](C(=O)O)O1)O[C@@H]1[C@H](NS(=O)(=O)O)[C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O)O)NS(=O)(=O)O)C(=O)O)OS(=O)(=O)O)O
"
Fosaprepitant		0.02	PMID30115648	BARDROPHSZEBKC-OITMNORJSA-N	n1([nH]c(nc1=O)C[N@@]1[C@H]([C@H](OCC1)O[C@H](C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1ccc(cc1)F)P(=O)(O)O
Foscarnet		0.85	PMID30115648	ZJAOAACCNHFJAH-UHFFFAOYSA-N	OC(=O)P(=O)(O)O
Fosfluconazole		0.042	PMID30115648	GHJWNRRCRIGGIO-UHFFFAOYSA-N	OP(=O)(O)OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F
Fosfomycin		1.0	PMID30115648	YMDXZJFXQJVXBF-STHAYSLISA-N	C[C@@H]1O[C@@H]1P(=O)(O)O
Fosinoprilat		0.006	PMID30115648	WOIWWYDXDVSWAZ-RTWAWAEBSA-N	OC(=O)[C@@H]1C[C@H](CN1C(=O)CP(=O)(O)CCCCc2ccccc2)C3CCCCC3
Fosphenytoin		0.05	PMID30115648	XWLUWCNOOVRFPX-UHFFFAOYSA-N	C1(c2ccccc2)(c2ccccc2)C(=O)N(C(=O)N1)COP(=O)(O)O
Frovatriptan		0.85	PMID30115648	XPSQPHWEGNHMSK-SECBINFHSA-N	CN[C@@H]1CCc2[nH]c3ccc(cc3c2C1)C(=O)N
Fulvestrant		0.01	PMID30115648	VWUXBMIQPBEWFH-IRRIJOERSA-N	[H]Oc1ccc2c(C[C@H](CCCCCCCCCS(CCCC(C(F)(F)F)(F)F)=O)C3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2O[H])c1
Furosemide		0.012	PMID30115648	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl
Fusidate sodium		0.02	PMID30115648	IECPWNUMDGFDKC-LMODMPLDSA-M	C(=O)([O-])C(=C1\[C@@H](OC(=O)C)C[C@@]2([C@@]3(CC[C@H]4[C@@H]([C@@H](CC[C@@]4(C)[C@@H]3[C@H](O)C[C@@H]12)O)C)C)C)\CC\C=C(\C)C
Gabapentin		0.97	PMID30115648	UGJMXCAKCUNAIE-UHFFFAOYSA-N	NCC1(CC(=O)O)CCCCC1
