molregno	chembl_id	pref_name	median Molar total plasma concentration	median pMolar total plasma concentration	median Molar unbound plasma concentration	median pMolar unbound plasma concentration
446784	CHEMBL511142	BUPRENORPHINE	2.138351331123704e-07	6.669920938681443	8.553405324494815e-09	8.06786094735348
453520	CHEMBL1572	NETILMICIN	2.523181732164259e-05	4.598051468295839	2.523181732164259e-05	4.598051468295839
453570	CHEMBL475534	NITRENDIPINE	1.3874628853678164e-07	6.857778625427297	2.774925770735633e-09	8.556748629763316
453579	CHEMBL1581	PERINDOPRIL	4.070887724916545e-07	6.39031087529724	1.6283550899666183e-07	6.788250883969278
454070	CHEMBL1589	ACETOHEXAMIDE	0.00021578298397040692	3.6659828055248616	5.3945745992601764e-05	4.268042796852824
454298	CHEMBL499915	CARBENOXOLONE	5.256057606391366e-05	4.27933988355467	5.256057606391366e-07	6.27933988355467
458729	CHEMBL474579	CEFOTETAN	0.00015635043343814606	3.8059009104585653	2.3452565015721905e-05	4.629809651402884
460466	CHEMBL491571	DORIPENEM	4.4945423414425345e-05	4.347314523887392	4.134978954127132e-05	4.3835266965418365
467361	CHEMBL1619	CLADRIBINE	2.1001785151737896e-07	6.677743788666142	1.6591410269872938e-07	6.7801166973757
468656	CHEMBL1621	PALIPERIDONE	1.4068325165889002e-07	6.8517576022459625	2.504161879528242e-08	7.601337599937068
469763	CHEMBL1626	CLEMASTINE			3.0000000000000004e-09	8.522878745280337
469866	CHEMBL521686	OLAPARIB	5.984302713651114e-06	5.222986445968608	1.442216953989918e-06	5.84096940339374
480746	CHEMBL1639	ALISKIREN	5.8991971292386314e-08	7.2292070910812125	2.9378001703608373e-08	7.531977748321496
485902	CHEMBL1644	CEFADROXIL	8.25559316436886e-05	4.083251717221604	3.219681334103856e-05	4.492187110195104
486789	CHEMBL1648	ISRADIPINE	2.6925873071434343e-08	7.569830205803096	1.0770349228573738e-09	8.967770214475133
497011	CHEMBL453514	SPIRAMYCIN	3.558465589637748e-06	5.448737229444391	9.252010533058145e-07	6.033763881473573
497165	CHEMBL507870	TELAVANCIN	5.069318660788536e-05	4.295050407874597	4.308920861670266e-06	5.365631482160303
497229	CHEMBL499808	CASPOFUNGIN	1.3234796447550146e-05	4.878282733802418	4.6321787566425516e-07	6.334214689452143
497230	CHEMBL501122	CEFTAROLINE FOSAMIL	2.7749379290200093e-05	4.55674672691449	2.2199503432160077e-05	4.653656739922546
497291	CHEMBL1660	RIFAPENTINE	2.417221563440664e-05	4.616683540171753	7.251664690322095e-07	6.139562285452084
499179	CHEMBL483254	PANOBINOSTAT	1.9100000000000008e-07	6.718966632752272	1.910000000000001e-08	7.718966632752272
500520	CHEMBL457547	MICAFUNGIN	9.761550512087793e-06	5.010481194079035	2.2451566177801926e-08	7.648753358061442
508755	CHEMBL507674	CEFOPERAZONE	0.0003871887002849709	3.4120773256288617	3.097509602279767e-05	4.508987338636918
508828	CHEMBL525076	ENFUVIRTIDE	7.569112677373251e-07	6.12095502960261	6.055290141898601e-08	7.217865042610666
520664	CHEMBL451887	CARFILZOMIB	4.4914712745860645e-06	5.34761137352467	9.881236804089354e-08	7.005188692702464
554892	CHEMBL1726	NISOLDIPINE	2.5745327223108998e-09	8.589301583918802	7.7235981669327e-12	11.11218032919914
555972	CHEMBL1727	CEPHALEXIN	0.00018710420264824408	3.727916457468224	0.00015903857225100745	3.798497531753932
557741	CHEMBL1729	CISAPRIDE			4.325000000000001e-09	8.364013888199167
558106	CHEMBL1730	CEFOTAXIME	0.0001543460601137287	3.8115044519784873	9.260763606823721e-05	4.033353201594844
558566	CHEMBL1732	DIHYDROERGOTAMINE	1.713238191505765e-08	7.766182252874969	1.1992667340540356e-09	8.92108421286071
570147	CHEMBL1741	CLARITHROMYCIN	2.949355580512327e-06	5.530272864835451	6.813011390983469e-07	6.166660884943307
577488	CHEMBL1747	TOBRAMYCIN	1.1122518822724159e-05	4.953796850619404	1.1122518822724159e-05	4.953796850619404
581814	CHEMBL1751	DIGOXIN	2.5609834176323708e-09	8.591593233579237	1.79268839234266e-09	8.74649519356498
581843	CHEMBL1753	CLINDAMYCIN	5.8824913527377115e-06	5.23043870256436	3.529494811642627e-07	6.452287452180717
583322	CHEMBL1760	TERBUTALINE	4.438723423143505e-08	7.352741915020753	3.329042567357629e-08	7.477680651629053
583520	CHEMBL1762	TOCAINIDE	5.201289919900135e-05	4.283888937976056	4.525122230313117e-05	4.344369685357438
583530	CHEMBL1764	LEVOMEPROMAZINE	6.088650754992693e-07	6.215478936362535	2.0701412566975162e-08	7.684000019320281
598402	CHEMBL1771	CLOPIDOGREL	1.864338315259609e-08	7.7294752748584985	3.1320883696361425e-10	9.504165993132636
624225	CHEMBL1094636	NIRAPARIB	2.0000000000000003e-06	5.698970004336019	3.2e-07	6.494850021680094
675138	CHEMBL1201187	MARAVIROC	9.733686341691328e-08	7.011722652572419	2.433421585422832e-08	7.6137826439003815
675152	CHEMBL1201201	METHAMPHETAMINE	6.700616456714018e-07	6.173885240368792	5.695523988206914e-07	6.244466314654499
675170	CHEMBL1201219	VECURONIUM	8.963143553707157e-07	6.047539647860843	2.2407858884267893e-07	6.649599639188805
675175	CHEMBL1201224	CEFMENOXIME	0.00039095333971890463	3.4078750725576574	0.00012119553531286044	3.916513378723385
675195	CHEMBL1201244	ROCURONIUM	3.2088185884973296e-05	4.493654835176735	1.732762037788558e-05	4.761261075353767
675244	CHEMBL1201293	ACAMPROSATE	3.862921472324927e-06	5.413084120351841	3.862921472324927e-06	5.413084120351841
685193	CHEMBL1213351	PROPOXYPHENE	1.4728408153646753e-06	5.831844189168597	3.5348179568752204e-07	6.451632947456991
686036	CHEMBL1214185	ROXITHROMYCIN	1.188684204238645e-05	4.924933508352662	5.943421021193225e-07	6.225963504016644
691562	CHEMBL1229211	DOLUTEGRAVIR	6.581143592922886e-06	5.181698633294562	4.606800515046022e-08	7.336600593280305
699395	CHEMBL1237044	TRAMADOL	7.593591009188246e-06	5.119552797667117	6.0748728073505965e-06	5.216462810675173
699474	CHEMBL1237123	DOXACURIUM	2.8978787527529844e-07	6.5379197893658425	1.5358757389590815e-07	6.813643919765054
709600	CHEMBL1269025	EDOXABAN	6.367799733610669e-07	6.196010603554849	3.1838998668053346e-07	6.49704059921883
712273	CHEMBL1276308	MIFEPRISTONE	5.819366852886405e-06	5.235124264019461	1.163873370577281e-07	6.93409426835548
753339	CHEMBL1329455	MOLSIDOMINE	4.128137384412154e-08	7.3842458578199786	4.128137384412154e-08	7.3842458578199786
989360	CHEMBL1565476	APAZONE	0.0002996404314822213	3.5233995862165233	1.1985617259288851e-06	5.921339594888561
1038389	CHEMBL1615438	LEVOCABASTINE	2.377951632463796e-08	7.623796983177253	1.0772120895060995e-08	7.9676987811644215
1051118	CHEMBL1628227	DOXEPIN	3.579354284487079e-07	6.446195313014636	7.75e-08	7.110698297493689
1073717	CHEMBL1683590	ERIBULIN	6.082941732542368e-07	6.2158863435496565	2.615664944993218e-07	6.582417887970069
1076140	CHEMBL1688530	ORITAVANCIN	1.5894084054608726e-05	4.798764494580971	2.0264957169626116e-06	5.693254309810998
1142547	CHEMBL1770248	ERTUGLIFLOZIN	1.1220215614914508e-06	5.949998797316234	7.180937993545286e-10	9.143818823332348
1153672	CHEMBL1790041	RANITIDINE	3.1805604147450784e-06	5.497496350585415	3.0215323940078242e-06	5.519772745296567
1241099	CHEMBL1900528	TIOTROPIUM	4.076225415265465e-11	10.389741807516682	2.119637215938042e-11	10.673738463881882
1369608	CHEMBL2095212	MIRABEGRON	1.959548068193281e-06	5.707844078705373	5.682689397760515e-07	6.245446080806417
1376142	CHEMBL2103872	CEFTOLOZANE	8.699565021748912e-05	4.060502461562627	7.046647667616619e-05	4.152017442683977
1450253	CHEMBL2220442	FLUVASTATIN	9.721243347024084e-07	6.012278185257004	7.679782244149025e-09	8.114651093966563
1503084	CHEMBL2303613	CEFODIZIME	0.0006841349114045291	3.164858246962555	0.00012314428405281523	3.9095857418592486
1592408	CHEMBL3039597	GENTAMICIN	7.190468315201369e-06	5.14324282309635	7.190468315201369e-06	5.14324282309635
1623950	CHEMBL3127326	OMBITASVIR	6.374911925558924e-09	8.195525810973692	6.374911925558924e-12	11.195525810973692
1672366	CHEMBL3183075	NIZATIDINE	3.016864271276435e-06	5.520444228294238	1.9609617763296828e-06	5.707530871651382
1676656	CHEMBL3187365	ASENAPINE	1.7496588165307766e-08	7.757046630481726	8.748294082653883e-10	9.058076626145708
1782496	CHEMBL3317857	VABORBACTAM	7.40391734535909e-05	4.130538438197742	4.9606246213905904e-05	4.304463635496916
1799684	CHEMBL3351077	CEFSULODIN	0.00018777226979119725	3.7263685439436145	0.00010327474838515849	3.9860058544493704
169652	CHEMBL1131	ACITRETIN	1.531675039823551e-07	6.814833364847876		
226880	CHEMBL1224	ACRIVASTINE	2.0088965418280965e-07	6.69704242884166		
8209	CHEMBL10878	AGOMELATINE	1.2329949447207263e-06	5.909038704007994		
654243	CHEMBL1180293	ALCURONIUM	4.498358099293758e-06	5.346945974788147		
282661	CHEMBL354077	AMIFAMPRIDINE	9.163383121048292e-07	6.037944155203099		
13372	CHEMBL542	AMINOBENZOIC ACID	0.004375091147732245	2.3590128947457125		
6317	CHEMBL488	AMINOGLUTETHIMIDE	0.00010762872395384881	3.968071808689249		
60246	CHEMBL288470	AMINOPYRINE	8.646779074794638e-05	4.063145637106638		
642358	CHEMBL1160819	AMMONIA SOLUTION, STRONG	9.982384028185554e-05	4.000765726584327		
29097	CHEMBL682	AMODIAQUINE	1.672239862871273e-06	5.776701428063272		
675298	CHEMBL1201347	ANILERIDINE	1.4185201997276442e-06	5.848164475470673		
573926	CHEMBL566534	ARTEMETHER	2.5638447617132523e-07	6.5911082744622504		
575613	CHEMBL567597	ARTEMISININ	1.6e-06	5.795880017344075		
88317	CHEMBL301267	ARTEMOTIL	1.5940590890176367e-07	6.797495584095069		
420212	CHEMBL252518	ARTENIMOL	2.454721294179708e-06	5.609997809965026		
2256	CHEMBL444	BARBITAL	0.0001085835278788208	3.9642360522233964		
373981	CHEMBL376488	BEDAQUILINE	2.174539170506913e-06	5.662632764875266		
515239	CHEMBL1684	BENDROFLUMETHIAZIDE	2.3729296189075035e-07	6.62471514276597		
65455	CHEMBL297302	BENPERIDOL	2.621575566915717e-08	7.58143761923139		
374182	CHEMBL388590	BENZBROMARONE	2.3579900492819918e-05	4.627458031959776		
1927831	CHEMBL3545985	BENZPHETAMINE	2.088903743315508e-06	5.680081571848349		
675154	CHEMBL1201203	BENZTROPINE	5.854800936768149e-07	6.232487866352987		
255373	CHEMBL1293	BETA CAROTENE	1.1175473560692134e-05	4.951734064577426		
675211	CHEMBL1201260	BETHANIDINE	2.820874471086037e-06	5.549616239519085		
57488	CHEMBL264374	BEZAFIBRATE	4.1455932343918414e-05	4.382413313126267		
717	CHEMBL409	BICALUTAMIDE	2.993633533156745e-05	4.523801365071427		
673030	CHEMBL1199080	BRETYLIUM	9.86963852448904e-06	5.0056987530744905		
34949	CHEMBL28218	BROMPERIDOL	4.758279406166729e-08	7.322550059778014		
54051	CHEMBL811	BROMPHENIRAMINE	4.698512137823023e-08	7.3280396468797715		
2393	CHEMBL449	BUTABARBITAL	7.067137809187281e-05	4.1507564398603085		
2524	CHEMBL454	BUTALBITAL	2.2295549808258277e-05	4.651781813480397		
1383256	CHEMBL2110816	BUTRIPTYLINE	5.11160333958085e-07	6.291442854793911		
675038	CHEMBL1201087	CABERGOLINE	0.00031885213232363496	3.496410674322667		
125261	CHEMBL1040	CALCIFEDIOL	1.2479720454261825e-07	6.903795142741036		
63252	CHEMBL846	CALCITRIOL	1.125e-05	4.948847477552619		
116349	CHEMBL1014	CANDESARTAN CILEXETIL	2.947582163852817e-07	6.53053408010546		
94790	CHEMBL965	CARBACHOL	6.793478260869566e-08	7.16790781000148		
117805	CHEMBL73234	CARBETAPENTANE	5.397786907367978e-07	6.267784264422135		
675187	CHEMBL1201236	CARBIDOPA	8.840560491535164e-07	6.053520199843901		
517099	CHEMBL508102	CARBIMAZOLE	1.8256013745704464e-05	4.738594045927539		
66273	CHEMBL864	CARBINOXAMINE	1.3755631211527222e-07	6.861519476129007		
230249	CHEMBL1233	CARISOPRODOL	0.00011523835132332041	3.938402963653567		
62182	CHEMBL839	CARTEOLOL	3.420206580477461e-07	6.465947661764938		
84624	CHEMBL927	CEFDINIR	1.011582621010571e-05	4.994998640442741		
506444	CHEMBL454446	CEFDITOREN PIVOXIL	5.960627637980474e-06	5.224708007816795		
674967	CHEMBL1201016	CEFPODOXIME PROXETIL	1.2553576872724665e-05	4.901232513644341		
454578	CHEMBL1605	CEFTIBUTEN	4.263820870794045e-05	4.370201048929844		
36502	CHEMBL27810	CELIPROLOL	2.635046113306983e-06	5.579211780231499		
674665	CHEMBL1200714	CHLORMEZANONE	5.114342076422883e-05	4.291210227241557		
67839	CHEMBL44618	CHLOROFORM	0.0004188306248952924	3.377961570219637		
320522	CHEMBL1377	CHLOROGUANIDE	5.911563017261763e-07	6.228297676474863		
80209	CHEMBL908	CHLORPROTHIXENE	9.497578117580015e-07	6.022387125686438		
125294	CHEMBL1042	CHOLECALCIFEROL	2.3397894189522944e-07	6.630823227334441		
453655	CHEMBL515606	CILAZAPRIL	2.155636990730761e-07	6.66642437251876		
66311	CHEMBL43064	CINNARIZINE	8.95473787040052e-07	6.047947122612806		
214701	CHEMBL1208	CINOXACIN	5.7203874609106846e-05	4.242574553997795		
74690	CHEMBL49080	CLENBUTEROL	2.1645021645021644e-09	8.664641975556126		
111390	CHEMBL70418	CLOBAZAM	9.97506234413965e-07	6.00108438129222		
898773	CHEMBL1474889	CLOBUTINOL	7.818913952851948e-07	6.106853566254609		
1078501	CHEMBL1697737	CLOTIAZEPAM	2.195527397045448e-06	5.658461139151067		
76766	CHEMBL891	CLOXACILLIN	0.00019500332652733492	3.709957980021364		
1451060	CHEMBL2221249	COLISTIN	1.2755934992620715e-06	5.8942877026948395		
87251	CHEMBL55643	COPPER	2.3603461841070027e-05	4.627024295834346		
7725	CHEMBL428880	CROMOLYN	2.1350641586779684e-08	7.670589069893688		
27546	CHEMBL648	CYCLIZINE	9.3847366642892e-07	6.027577909174826		
2198	CHEMBL268164	CYCLOBARBITAL	2.5394675583019426e-05	4.595257330911951		
11005	CHEMBL516	CYPROHEPTADINE	1.739675028704638e-07	6.759531870350376		
21036	CHEMBL602	CYSTEAMINE	2e-05	4.698970004336019		
405364	CHEMBL1479	DANAZOL	5.926628341136728e-07	6.227192306514037		
675239	CHEMBL1201288	DANTROLENE	9.546235601094636e-06	5.020167851449695		
361469	CHEMBL1421	DASATINIB	2e-07	6.698970004336019		
15938	CHEMBL556	DEFEROXAMINE	2.675275107456883e-05	4.572631551397107		
191342	CHEMBL1172	DESLORATADINE	1.93031560660168e-08	7.714371678038968		
117758	CHEMBL75435	DEXKETOPROFEN	1.45503165676983e-05	4.83712755773588		
2096440	CHEMBL3833389	DEXTROMORAMIDE	3.8212666225098074e-07	6.4177926590807495		
866306	CHEMBL1442422	DIBENZEPIN	1.692677477233488e-06	5.7714257844790104		
394231	CHEMBL1466	DICUMAROL	8.920606601248884e-05	4.0496056125949735		
165774	CHEMBL1123	DICYCLOMINE	3.2311221687291995e-07	6.490646620997555		
29569	CHEMBL684	DIETHYLCARBAMAZINE	5.017561465127948e-06	5.299507298700488		
668616	CHEMBL1194666	DIETHYLPROPION	9.74184120798831e-07	6.011358953706611		
454306	CHEMBL1595	DIHYDROCODEINE	8.294900295298452e-07	6.081188829827919		
26443	CHEMBL22108	DIMETHINDENE	1.7098108949150224e-07	6.767051919921517		
675245	CHEMBL1201294	DIPHENOXYLATE	2.209456473707468e-08	7.655714549618709		
1383597	CHEMBL2111157	DIPIPANONE	1.4305333028152896e-07	6.844502027365493		
453508	CHEMBL461522	DIPYRONE	3.211716341212744e-05	4.493262818588258		
94571	CHEMBL964	DISULFIRAM	1.3488450514247177e-06	5.870037937041391		
916384	CHEMBL1492500	DOTHIEPIN	3.384667456422407e-07	6.4704839943156855		
581848	CHEMBL1754	DOXAPRAM	1.3209341646412345e-05	4.87911882708307		
111498	CHEMBL1004	DOXYLAMINE	7.396996819291368e-07	6.130944568044679		
152751	CHEMBL1108	DROPERIDOL	1.317731393632722e-07	6.8801731073077965		
421032	CHEMBL1509	DROSPIRENONE	2.1473396998635736e-07	6.668099246618082		
581819	CHEMBL1752	DYPHYLLINE	7.866273352999017e-05	4.104230965930801		
151408	CHEMBL1104	EDROPHONIUM	1.203079884504331e-06	5.919705534549121		
33889	CHEMBL713	ENTECAVIR	3.0000000000000004e-08	7.522878745280337		
351701	CHEMBL211456	EPHEDRINE	1.2103606874848708e-06	5.9170851906405675		
421007	CHEMBL1508	ESCITALOPRAM	2.46609124537608e-07	6.607990858547175		
139782	CHEMBL315985	ESLICARBAZEPINE	1.1e-05	4.958607314841775		
49847	CHEMBL285674	ESTAZOLAM	6.785411365564036e-07	6.168423818103146		
421334	CHEMBL1522	ESZOPICLONE	2.2375392212334763e-07	6.65022934331217		
2654	CHEMBL456	ETHACRYNIC ACID	3.298805832288712e-07	6.481643246275584		
938599	CHEMBL1514715	ETHAMSYLATE	0.0001051635292880429	3.9781348473982896		
19469	CHEMBL591	ETHCHLORVYNOL	5.532503457814662e-05	4.257078305966568		
453538	CHEMBL1576	ETHINAMATE	5.9805035583996166e-05	4.22326224687663		
6883	CHEMBL492	ETIDOCAINE	5.4265248534838285e-06	5.265478203580642		
1248731	CHEMBL1908360	EVEROLIMUS	1.4610118550676239e-08	7.835346260061896		
74284	CHEMBL880	FAMCICLOVIR	6.192817576398829e-06	5.2081117129389565		
150451	CHEMBL1094	FELBAMATE	0.000461719274680994	3.335621995249876		
151923	CHEMBL413965	FELBINAC	4.711425206124853e-06	5.32684769891599		
139434	CHEMBL87493	FENFLURAMINE	1.297241200380524e-06	5.886979266587279		
28331	CHEMBL672	FENOFIBRATE	8.313934153641504e-05	4.08019341942848		
38764	CHEMBL30008	FLUNARIZINE	4.944375772558714e-07	6.30588853028431		
499624	CHEMBL1664	FOSAMPRENAVIR	6.830367815306854e-07	6.165555908930906		
1592409	CHEMBL3039598	FOSINOPRIL	1.7740876754129188e-07	6.751024921140632		
151300	CHEMBL1102	GLUTETHIMIDE	2.3012841165370277e-05	4.6380297600245095		
113247	CHEMBL306043	GOLD SODIUM THIOMALATE	2.3114038889370432e-05	4.6361241603578875		
16303	CHEMBL562	GRISEOFULVIN	1.9066247129857991e-06	5.719734782108048		
100157	CHEMBL980	GUAIFENESIN	7.062859449096962e-06	5.151019436123031		
43086	CHEMBL765	GUANETHIDINE	5.04261005496445e-08	7.297344614534694		
8167	CHEMBL496	HEXACHLOROPHENE	1.5974048315352291e-06	5.796585006327789		
388373	CHEMBL1457	HYDROCODONE	1.6701740321341485e-07	6.777238273009532		
674799	CHEMBL1200848	HYDROXYPROGESTERONE CAPROATE	4.500000000000001e-08	7.346787486224656		
418736	CHEMBL252556	IDEBENONE	5.909466966079661e-07	6.2284516907144		
13949	CHEMBL14376	ILOPERIDONE	2.3447208609815006e-08	7.629908852629606		
646449	CHEMBL1165268	IODIPAMIDE	0.0010528532322594231	2.9776321652459994		
150743	CHEMBL92401	IPRONIAZID	2.7898672023211696e-05	4.554416468651753		
657299	CHEMBL1183349	ISAVUCONAZONIUM	1.344423082281479e-06	5.871464039774844		
674584	CHEMBL1200633	IVERMECTIN	2.8798857261343866e-08	7.540624744703921		
1376626	CHEMBL2104356	KETAZOLAM	5.4226994197711636e-08	7.26578446784052		
12957	CHEMBL534	KETOTIFEN	1.2926994796884594e-08	7.888502425995464		
453548	CHEMBL460291	LACIDIPINE	1.317089232795522e-08	7.880384800590303		
1548671	CHEMBL2374220	LEDIPASVIR	8.220000000000001e-08	7.0851281824599495		
93895	CHEMBL960	LEFLUNOMIDE	0.00023315199289441547	3.632360868009838		
384948	CHEMBL1454	LEVAMISOLE	3.4679393049437096e-06	5.459928512048968		
469690	CHEMBL1624	LEVOTHYROXINE	1.8021033120084446e-07	6.744220315161033		
139311	CHEMBL87708	LOFEPRAMINE	2.386805737880994e-08	7.622182926782751		
37316	CHEMBL729	LOPINAVIR	1.7763712409153797e-05	4.750466266579683		
993371	CHEMBL1569487	LORNOXICAM	2.151520856305301e-06	5.667254439618887		
59519	CHEMBL831	LOXAPINE	3.050547573289406e-07	6.515622197796337		
34350	CHEMBL28333	MEDAZEPAM	3.6933077263997637e-06	5.432584505425221		
29989	CHEMBL686	MEFENAMIC ACID	8.288781134734138e-05	4.081509327758223		
52523	CHEMBL807	MEMANTINE	8.365400702693658e-07	6.077513251497662		
380430	CHEMBL229128	MEPHENESIN	5.4878718033146753e-05	4.260596042301909		
835863	CHEMBL1411979	METHAPYRILENE	3.825701059719194e-07	6.417288968753737		
22572	CHEMBL282052	METHAQUALONE	1.1985617259288853e-05	4.921339594888561		
675068	CHEMBL1201117	METHOCARBAMOL	0.00020726247720112749	3.6834793154628964		
31857	CHEMBL697	METHSUXIMIDE	0.000196811651249754	3.705949194910296		
57833	CHEMBL829	METHYLPROMAZINE	1.3402579996649356e-06	5.872811591899731		
674741	CHEMBL1200790	METHYPRYLON	0.00010914051841746247	3.9620139876491844		
1078592	CHEMBL1697843	METILDIGOXIN	1.0063146242672772e-09	8.997266215879751		
255221	CHEMBL1291	METIPRANOLOL	2.585566077373065e-07	6.587444358811732		
25047	CHEMBL125	MILTEFOSINE	0.00017174542421119788	3.7651148249601136		
33583	CHEMBL278819	MINAPRINE	3.351318743925735e-07	6.474784264452135		
504310	CHEMBL1670	MITOTANE	6.249023590064053e-05	4.2041878358678275		
317124	CHEMBL1373	MODAFINIL	1.0974539069359086e-05	4.959613711071044		
3799	CHEMBL460	MOLINDONE	1.8091034083508214e-06	5.742536608158096		
458338	CHEMBL465026	NEFOPAM	3.9471087428458657e-07	6.40372090862669		
14126	CHEMBL278020	NEOSTIGMINE	4.478280340349306e-08	7.348888723071438		
320260	CHEMBL364713	NOSCAPINE	9.67515661659773e-07	6.0143419961102245		
12890	CHEMBL13828	OXATOMIDE	2.3443360840210052e-07	6.6299801277337655		
139014	CHEMBL1068	OXCARBAZEPINE	1.0400000000000002e-06	5.982966660701219		
286065	CHEMBL1342	OXYBATE	0.0011526270291038324	2.9383112004296503		
65935	CHEMBL859	OXYPURINOL	9.861284596673458e-05	4.0060665072791		
392195	CHEMBL395429	OXYTOCIN	1.9856832239552824e-10	9.702090033313565		
834627	CHEMBL1410743	PARALDEHYDE	0.0007566585956416466	3.121100029976307		
193096	CHEMBL1177	PEMOLINE	3.9732092178453853e-05	4.40085856563594		
254975	CHEMBL1290	PENBUTOLOL	3.4312379906670328e-06	5.46454915823386		
228354	CHEMBL139367	PERAMIVIR	3.044974269967418e-05	4.516416372803973		
418410	CHEMBL251940	PERICIAZINE	8.207934336525308e-08	7.0857661265742165		
1038390	CHEMBL1615439	PHENDIMETRAZINE	5.228211428870183e-07	6.281646857867514		
148018	CHEMBL1089	PHENELZINE	2.9368575624082236e-07	6.532117116248804		
282509	CHEMBL170988	PHENFORMIN	4.871869823638313e-07	6.312304324568706		
208661	CHEMBL1193	PHENIRAMINE	1.1233617640940297e-06	5.949480362305678		
675159	CHEMBL1201208	PHENMETRAZINE	1.4104372355430186e-06	5.850646235183066		
49869	CHEMBL797	PHENSUXIMIDE	0.00010570265842185931	3.975914090049001		
453532	CHEMBL1574	PHENTERMINE	6.700616456714018e-07	6.173885240368792		
219334	CHEMBL1215	PHENYLEPHRINE	5.980503558399619e-07	6.22326224687663		
94091	CHEMBL61006	PHENYLPROPANOLAMINE	3.3066596124594934e-06	5.480610509059391		
1377494	CHEMBL2105224	PHOLCODINE	5.018820577164367e-07	6.29939833006815		
352917	CHEMBL1412	PIPERAZINE	1.1609008590666357e-06	5.935204867426581		
1378709	CHEMBL2106439	PIPOTIAZINE PALMITATE	8.40230223081124e-08	7.075601700944552		
53623	CHEMBL36715	PIRACETAM	0.00035171637591446266	3.453807410461226		
2096463	CHEMBL3833412	PRAJMALIUM	1.1907017021622059e-06	5.924197025529028		
95969	CHEMBL969	PRAZEPAM	2.15510606200548e-06	5.666531351484576		
99024	CHEMBL976	PRAZIQUANTEL	6.401843730994528e-07	6.193694931190805		
136161	CHEMBL1059	PREGABALIN	5.024178860767444e-05	4.298934908112094		
65728	CHEMBL856	PRIMIDONE	6.872537340786218e-05	4.162882891811399		
139241	CHEMBL86715	PROCYCLIDINE	2.19168551052357e-06	5.659221763528412		
654675	CHEMBL1180725	PROPANTHELINE	5.42740841248304e-08	7.265407496531089		
675161	CHEMBL1201210	PROPIOMAZINE	8.810831448794384e-07	6.054983106731511		
1383470	CHEMBL2111030	PROTHIPENDYL	3.5036087169784884e-08	7.455484401803545		
28112	CHEMBL668	PROTRIPTYLINE	1.139038651378237e-06	5.943461538611436		
454076	CHEMBL1590	PSEUDOEPHEDRINE	4.841442749939482e-06	5.315025199312605		
23522	CHEMBL614	PYRAZINAMIDE	0.0003736495816749248	3.427535499628536		
308201	CHEMBL1364	PYRIDOXINE	1.0639555503014544e-07	6.973076515520331		
674423	CHEMBL1200472	QUAZEPAM	3.8779731127197524e-07	6.411395206355283		
104574	CHEMBL986	RETINOL	2.792711024226769e-06	5.553974000595658		
466768	CHEMBL1617	RIFAXIMIN	1.8195930728218966e-09	8.740025725194991		
661796	CHEMBL1187846	SCOPOLAMINE	3.2964135021097044e-09	8.481958315657971		
2326	CHEMBL447	SECOBARBITAL	2.0982836040119187e-05	4.678135812933035		
674645	CHEMBL1200694	SEVOFLURANE	0.0006698325418645339	3.1740337573502084		
358192	CHEMBL1419	SIBUTRAMINE	3.573215179018081e-08	7.446940829796355		
923	CHEMBL413	SIROLIMUS	3.28159354182391e-08	7.4839152116664085		
226851	CHEMBL136478	SODIUM NITROPRUSSIDE	0.00011453879047037264	3.941047407348204		
11265	CHEMBL412873	SPARTEINE	4.266393617475149e-06	5.369939079029239		
328201	CHEMBL1393	SPIRONOLACTONE	1.2002496519276008e-06	5.920728411304178		
1304641	CHEMBL1983350	STIRIPENTOL	4.268214605830381e-05	4.369753752372034		
151273	CHEMBL328560	SULTHIAME	2.755105554981575e-05	4.559861757586111		
13048	CHEMBL535	SUNITINIB	6.123268419995984e-08	7.213016702385597		
44920	CHEMBL779	TADALAFIL	1.2326339847461544e-06	5.909165862579497		
675727	CHEMBL1201776	TAPENTADOL	5.87331706876299e-07	6.23111655330361		
1542343	CHEMBL2367892	TEICOPLANIN	2.263134667828409e-05	4.645289602583211		
366271	CHEMBL374731	TELBIVUDINE	1.155926185856418e-05	4.9370698978348315		
56831	CHEMBL822	TERBINAFINE	1.0293713972001097e-05	4.987427903514197		
1377797	CHEMBL2105527	TETRAZEPAM	3.4628436872359587e-06	5.460567112061002		
2132	CHEMBL440	THIAMYLAL	1.965795164143896e-05	4.706461737631355		
209829	CHEMBL1201	THIOTHIXENE	3.1557118384275535e-08	7.500902660942494		
372438	CHEMBL222559	TIPRANAVIR	4.945e-05	4.305833704066802		
2197714	CHEMBL3989843	TRANYLCYPROMINE	1.87694733285784e-07	6.726547913510846		
277372	CHEMBL167150	TRICHLORFON	1.3983840894965821e-05	4.854373525987667		
16584	CHEMBL570	TRIFLUPROMAZINE	2.837442896461709e-07	6.547072869887322		
418411	CHEMBL1490	TRIHEXYPHENIDYL	6.634159286164461e-07	6.178214105280843		
31804	CHEMBL695	TRIMETHADIONE	0.00027944669554282525	3.553701021549961		
675207	CHEMBL1201256	TRIMETHOBENZAMIDE	5.14853524172373e-06	5.288316310166291		
330452	CHEMBL1396	VARENICLINE	2.3666398447484263e-08	7.625867827976824		
141484	CHEMBL89598	VIGABATRIN	0.0003484050789718179	3.45791552256978		
